period,respondent,respondent-name,type,type-name,value,value-units
2019-01-04T13,CISO,California Independent System Operator,NG,Net generation,12465,megawatthours
2019-01-04T13,CISO,California Independent System Operator,TI,Total interchange,-8502,megawatthours
2019-01-04T14,CISO,California Independent System Operator,D,Demand,22978,megawatthours
2019-01-04T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22947,megawatthours
2019-01-04T14,CISO,California Independent System Operator,NG,Net generation,13930,megawatthours
2019-01-04T14,CISO,California Independent System Operator,TI,Total interchange,-9073,megawatthours
2019-01-04T15,CISO,California Independent System Operator,D,Demand,25108,megawatthours
2019-01-04T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25472,megawatthours
2019-01-04T15,CISO,California Independent System Operator,NG,Net generation,15152,megawatthours
2019-01-04T15,CISO,California Independent System Operator,TI,Total interchange,-9907,megawatthours
2019-01-04T16,CISO,California Independent System Operator,D,Demand,26029,megawatthours
2019-01-04T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26210,megawatthours
2019-01-04T16,CISO,California Independent System Operator,NG,Net generation,16776,megawatthours
2019-01-04T16,CISO,California Independent System Operator,TI,Total interchange,-9875,megawatthours
2019-01-04T17,CISO,California Independent System Operator,D,Demand,25656,megawatthours
2019-01-04T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25389,megawatthours
2019-01-04T17,CISO,California Independent System Operator,NG,Net generation,17817,megawatthours
2019-01-04T17,CISO,California Independent System Operator,TI,Total interchange,-7706,megawatthours
2019-01-04T18,CISO,California Independent System Operator,D,Demand,24899,megawatthours
2019-01-04T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24481,megawatthours
2019-01-04T18,CISO,California Independent System Operator,NG,Net generation,17555,megawatthours
2019-01-04T18,CISO,California Independent System Operator,TI,Total interchange,-6581,megawatthours
2019-01-04T19,CISO,California Independent System Operator,D,Demand,23870,megawatthours
2019-01-04T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23584,megawatthours
2019-01-04T19,CISO,California Independent System Operator,NG,Net generation,16747,megawatthours
2019-01-04T19,CISO,California Independent System Operator,TI,Total interchange,-6024,megawatthours
2019-01-04T20,CISO,California Independent System Operator,D,Demand,23087,megawatthours
2019-01-04T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22738,megawatthours
2019-01-04T20,CISO,California Independent System Operator,NG,Net generation,16290,megawatthours
2019-01-04T20,CISO,California Independent System Operator,TI,Total interchange,-6056,megawatthours
2019-01-04T21,CISO,California Independent System Operator,D,Demand,22409,megawatthours
2019-01-04T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22247,megawatthours
2019-01-04T21,CISO,California Independent System Operator,NG,Net generation,16450,megawatthours
2019-01-04T21,CISO,California Independent System Operator,TI,Total interchange,-5657,megawatthours
2019-01-04T22,CISO,California Independent System Operator,D,Demand,22454,megawatthours
2019-01-04T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22343,megawatthours
2019-01-04T22,CISO,California Independent System Operator,NG,Net generation,16485,megawatthours
2019-01-04T22,CISO,California Independent System Operator,TI,Total interchange,-5477,megawatthours
2019-01-04T23,CISO,California Independent System Operator,D,Demand,22832,megawatthours
2019-01-04T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22622,megawatthours
2019-01-04T23,CISO,California Independent System Operator,NG,Net generation,16245,megawatthours
2019-01-04T23,CISO,California Independent System Operator,TI,Total interchange,-5756,megawatthours
2019-01-05T00,CISO,California Independent System Operator,D,Demand,23430,megawatthours
2019-01-05T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23479,megawatthours
2019-01-05T00,CISO,California Independent System Operator,NG,Net generation,15181,megawatthours
2019-01-05T00,CISO,California Independent System Operator,TI,Total interchange,-6699,megawatthours
2019-01-05T01,CISO,California Independent System Operator,D,Demand,25262,megawatthours
2019-01-05T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24897,megawatthours
2019-01-05T01,CISO,California Independent System Operator,NG,Net generation,16682,megawatthours
2019-01-05T01,CISO,California Independent System Operator,TI,Total interchange,-8796,megawatthours
2019-01-05T02,CISO,California Independent System Operator,D,Demand,27643,megawatthours
2019-01-05T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27659,megawatthours
2019-01-05T02,CISO,California Independent System Operator,NG,Net generation,17160,megawatthours
2019-01-05T02,CISO,California Independent System Operator,TI,Total interchange,-9648,megawatthours
2019-01-05T03,CISO,California Independent System Operator,D,Demand,27899,megawatthours
2019-01-05T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28141,megawatthours
2019-01-05T03,CISO,California Independent System Operator,NG,Net generation,16594,megawatthours
2019-01-05T03,CISO,California Independent System Operator,TI,Total interchange,-10004,megawatthours
2019-01-05T04,CISO,California Independent System Operator,D,Demand,27509,megawatthours
2019-01-05T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27701,megawatthours
2019-01-05T04,CISO,California Independent System Operator,NG,Net generation,16473,megawatthours
2019-01-05T04,CISO,California Independent System Operator,TI,Total interchange,-9843,megawatthours
2019-01-05T05,CISO,California Independent System Operator,D,Demand,26998,megawatthours
2019-01-05T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27093,megawatthours
2019-01-05T05,CISO,California Independent System Operator,NG,Net generation,15190,megawatthours
2019-01-05T05,CISO,California Independent System Operator,TI,Total interchange,-9748,megawatthours
2019-01-05T06,CISO,California Independent System Operator,D,Demand,25862,megawatthours
2019-01-05T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26156,megawatthours
2019-01-05T06,CISO,California Independent System Operator,NG,Net generation,14227,megawatthours
2019-01-05T06,CISO,California Independent System Operator,TI,Total interchange,-10055,megawatthours
2019-01-05T07,CISO,California Independent System Operator,D,Demand,24446,megawatthours
2019-01-05T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24579,megawatthours
2019-01-05T07,CISO,California Independent System Operator,NG,Net generation,13556,megawatthours
2019-01-05T07,CISO,California Independent System Operator,TI,Total interchange,-9497,megawatthours
2019-01-05T08,CISO,California Independent System Operator,D,Demand,22940,megawatthours
2019-01-05T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22880,megawatthours
2019-01-05T08,CISO,California Independent System Operator,NG,Net generation,13422,megawatthours
2019-01-05T08,CISO,California Independent System Operator,TI,Total interchange,-8325,megawatthours
2019-01-05T09,CISO,California Independent System Operator,D,Demand,21834,megawatthours
2019-01-05T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22011,megawatthours
2019-01-05T09,CISO,California Independent System Operator,NG,Net generation,12681,megawatthours
2019-01-05T09,CISO,California Independent System Operator,TI,Total interchange,-7369,megawatthours
2019-01-05T10,CISO,California Independent System Operator,D,Demand,20908,megawatthours
2019-01-05T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21069,megawatthours
2019-01-05T10,CISO,California Independent System Operator,NG,Net generation,12303,megawatthours
2019-01-05T10,CISO,California Independent System Operator,TI,Total interchange,-7340,megawatthours
2019-01-05T11,CISO,California Independent System Operator,D,Demand,20863,megawatthours
2019-01-05T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20470,megawatthours
2019-01-05T11,CISO,California Independent System Operator,NG,Net generation,11984,megawatthours
2019-01-05T11,CISO,California Independent System Operator,TI,Total interchange,-7291,megawatthours
2019-01-05T12,CISO,California Independent System Operator,D,Demand,20622,megawatthours
2019-01-05T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20166,megawatthours
2019-01-05T12,CISO,California Independent System Operator,NG,Net generation,12033,megawatthours
2019-01-05T12,CISO,California Independent System Operator,TI,Total interchange,-7258,megawatthours
2019-01-05T13,CISO,California Independent System Operator,D,Demand,20744,megawatthours
2019-01-05T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20344,megawatthours
2019-01-05T13,CISO,California Independent System Operator,NG,Net generation,11992,megawatthours
2019-01-05T13,CISO,California Independent System Operator,TI,Total interchange,-7234,megawatthours
2019-01-05T14,CISO,California Independent System Operator,D,Demand,21379,megawatthours
2019-01-05T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20867,megawatthours
2019-01-05T14,CISO,California Independent System Operator,NG,Net generation,12160,megawatthours
2019-01-05T14,CISO,California Independent System Operator,TI,Total interchange,-7906,megawatthours
2019-01-05T15,CISO,California Independent System Operator,D,Demand,22368,megawatthours
2019-01-05T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22041,megawatthours
2019-01-05T15,CISO,California Independent System Operator,NG,Net generation,13004,megawatthours
2019-01-05T15,CISO,California Independent System Operator,TI,Total interchange,-8492,megawatthours
2019-01-05T16,CISO,California Independent System Operator,D,Demand,23155,megawatthours
2019-01-05T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22712,megawatthours
2019-01-05T16,CISO,California Independent System Operator,NG,Net generation,13975,megawatthours
2019-01-05T16,CISO,California Independent System Operator,TI,Total interchange,-8477,megawatthours
2019-01-05T17,CISO,California Independent System Operator,D,Demand,24151,megawatthours
2019-01-05T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23527,megawatthours
2019-01-05T17,CISO,California Independent System Operator,NG,Net generation,14956,megawatthours
2019-01-05T17,CISO,California Independent System Operator,TI,Total interchange,-8825,megawatthours
2019-01-05T18,CISO,California Independent System Operator,D,Demand,24943,megawatthours
2019-01-05T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23643,megawatthours
2019-01-05T18,CISO,California Independent System Operator,NG,Net generation,15293,megawatthours
2019-01-05T18,CISO,California Independent System Operator,TI,Total interchange,-8576,megawatthours
2019-01-05T19,CISO,California Independent System Operator,D,Demand,24928,megawatthours
2019-01-05T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23262,megawatthours
